Date,Close,High,Low,Open,Volume,MA_10,MA_50,MA_20,Daily_Return,Cumulative_Return,Volatility_10,RSI_14,BB_Upper,BB_Lower
2020-01-02,72.716064453125,72.77659055848162,71.4668047519516,71.72101143907315,135480400,74.08637619018555,74.12297966003418,75.54541969299316,-0.009721709278315949,0.990278290721684,0.012766504484312257,70.868498315947,79.59611522417518,71.49472416181115
2020-01-03,72.00914001464844,72.77176771569704,71.78398460177141,71.94135104985396,146322800,74.08637619018555,74.12297966003418,75.54541969299316,-0.009721709278315949,0.990278290721684,0.012766504484312257,70.868498315947,79.59611522417518,71.49472416181115
2020-01-06,72.58290100097656,72.62163859417052,70.87606782262263,71.12785848416316,118387200,74.08637619018555,74.12297966003418,75.54541969299316,0.00796789110675955,0.9981687203075424,0.012766504484312257,70.868498315947,79.59611522417518,71.49472416181115
2020-01-07,72.24152374267578,72.84920066395291,72.02120788780493,72.59257063266132,108872000,74.08637619018555,74.12297966003418,75.54541969299316,-0.004703273823351117,0.9934740594940321,0.012766504484312257,70.868498315947,79.59611522417518,71.49472416181115
2020-01-08,73.40364074707031,73.70627127642481,71.94375136900179,71.94375136900179,132079200,74.08637619018555,74.12297966003418,75.54541969299316,0.016086551669840077,1.0094556312847287,0.012766504484312257,70.868498315947,79.59611522417518,71.49472416181115
2020-01-09,74.9627914428711,75.15647202012606,74.13237506994084,74.38415834268419,170108400,74.08637619018555,74.12297966003418,75.54541969299316,0.02124078151890596,1.030897257801877,0.012766504484312257,70.868498315947,79.59611522417518,71.49472416181115
2020-01-10,75.13226318359375,75.69879404161257,74.62868922900458,75.19763610714092,140644800,74.08637619018555,74.12297966003418,75.54541969299316,0.0022607447969944516,1.0332278534136883,0.012766504484312257,70.868498315947,79.59611522417518,71.49472416181115
2020-01-13,76.7374267578125,76.76406209011934,75.33080045122755,75.44943665950792,121532000,74.08637619018555,74.12297966003418,75.54541969299316,0.021364504491184544,1.055302254528362,0.012766504484312257,70.868498315947,79.59611522417518,71.49472416181115
2020-01-14,75.70122528076172,76.88511970700802,75.57775702296071,76.67448999643469,161954400,74.08637619018555,74.12297966003418,75.54541969299316,-0.013503208549344392,1.041052288102872,0.012766504484312257,70.868498315947,79.59611522417518,71.49472416181115
2020-01-15,75.37678527832031,76.3839404992497,74.9434163205122,75.50026089033786,121923600,74.08637619018555,74.12297966003418,75.54541969299316,-0.004285795919922286,1.036590550454095,0.012766504484312257,70.868498315947,79.59611522417518,71.49472416181115
2020-01-16,76.32100677490234,76.43238014496747,75.55837921189631,75.92153589794125,108829200,74.44687042236328,74.12297966003418,75.54541969299316,0.012526688331103486,1.0495755972066005,0.012766504484312257,70.868498315947,79.59611522417518,71.49472416181115
2020-01-17,77.16593170166016,77.16834772132155,76.26287970437025,76.57034960714971,137816400,74.96254959106446,74.12297966003418,75.54541969299316,0.011070673232204564,1.0611951056757707,0.011770648946400288,70.868498315947,79.59611522417518,71.49472416181115
2020-01-21,76.64301300048828,77.23616451241722,76.50501168087581,76.79311658809118,110843200,75.36856079101562,74.12297966003418,75.54541969299316,-0.006776548790904169,1.0540038652654902,0.012534953736027933,70.868498315947,79.59611522417518,71.49472416181115
2020-01-22,76.91657257080078,77.47098633963294,76.82214830621916,77.12961824131806,101832400,75.83606567382813,74.12297966003418,75.54541969299316,0.003569269521159768,1.0577658891369668,0.012048226712150313,70.868498315947,79.59611522417518,71.49472416181115
2020-01-23,77.28699493408203,77.3668861399878,76.42025699227077,76.96983874202517,104472000,76.22440109252929,74.12297966003418,75.54541969299316,0.004815897938513558,1.0628599817018916,0.011553783058488941,71.90264467631943,79.59611522417518,71.49472416181115
2020-01-24,77.06427001953125,78.27963174807223,76.8730054274966,77.5339532626897,146537600,76.4345489501953,74.12297966003418,75.54541969299316,-0.0028817903289000135,1.0597970420856482,0.01028803680578427,75.40150250033352,79.59611522417518,71.49472416181115
2020-01-27,74.79817199707031,75.48090092368226,73.81280512269632,75.06690438729518,161940000,76.40113983154296,74.12297966003418,75.54541969299316,-0.029405300561292758,1.0286333915291506,0.014492243610128592,59.51348716026536,79.59611522417518,71.49472416181115
2020-01-28,76.9141616821289,77.08605376922371,75.58258723533865,75.6818509443487,162234000,76.4188133239746,74.12297966003418,75.54541969299316,0.028289323503005726,1.0577327343081127,0.015755527170570802,67.41260037551618,79.59611522417518,71.49472416181115
2020-01-29,78.5241470336914,79.37393591584485,77.80752001617462,78.55078236199498,216229200,76.70110549926758,74.12297966003418,75.54541969299316,0.02093223557732138,1.0798734450804943,0.01615144713133034,68.46522049424739,79.59611522417518,71.49472416181115
2020-01-30,78.41036224365234,78.46362551493233,77.17078871761717,77.60415772537527,126743200,77.00446319580078,74.12297966003418,75.54541969299316,-0.0014490420378617808,1.078308663063002,0.01601829957801381,63.87921385931094,79.59611522417518,71.49472416181115
2020-01-31,74.93374633789062,78.12225762194025,74.63837863048332,77.69857485901245,199588400,76.86573715209961,74.12297966003418,75.65630378723145,-0.044338730319322894,1.030497826050462,0.021750344993941607,49.36886817349188,79.49685269079028,71.81575488367262
2020-02-03,74.72797393798828,75.89733539205027,73.16882040694378,73.67239450309971,173788400,76.62194137573242,74.12297966003418,75.79224548339843,-0.0027460578171879524,1.027668019439641,0.021288739832067975,42.987505025413284,79.26399660420176,72.3204943625951
2020-02-04,77.19499969482422,77.38626426505087,75.93121426303615,76.33794793595989,136616400,76.67714004516601,74.12297966003418,76.02285041809083,0.033013416888341585,1.0615948521882181,0.024044403521709563,54.739587973058285,79.19696512817026,72.84873570801139
2020-02-05,77.82447052001953,78.62583557722229,77.21920945636545,78.32562106551018,118826800,76.76792984008789,74.12297966003418,76.301997756958,0.008154295325912386,1.0702514101294291,0.024142780678788618,57.6187723731962,79.0259735179238,73.5780219959922
2020-02-06,78.73478698730469,78.73721039613278,77.53637437960353,78.09563507421905,105425600,76.91270904541015,74.12297966003418,76.56855506896973,0.011697046715544168,1.08277019087109,0.024346940733808848,57.52912971857177,79.13727962718313,73.99983051075633
2020-02-07,77.6645736694336,78.48240085764334,77.1719355094332,78.23244174012544,117684000,76.9727394104004,74.12297966003418,76.70364418029786,-0.013592636226267496,1.068052489549933,0.024822701544895544,51.533820653893194,79.19995478030124,74.20733358029447
2020-02-10,78.033447265625,78.033447265625,76.1648229834898,76.24490381310511,109348800,77.29626693725587,74.12297966003418,76.84870338439941,0.004749573438225019,1.0731252832849294,0.022397003620526695,54.31789007714757,79.29725767151727,74.40014909728156
2020-02-11,77.56265258789062,78.60374785280499,77.34424291008455,78.53094709552873,94323200,77.36111602783203,74.12297966003418,76.88996467590331,-0.006033242080563106,1.0666508586680985,0.020922743367506505,51.98207303263751,79.35835546022479,74.42157389158184
2020-02-12,79.40458679199219,79.40943770675925,78.0140331926388,78.0140331926388,113730400,77.44916000366212,74.12297966003418,77.07513275146485,0.0237476948330817,1.0919813577531932,0.02123677051410315,55.95846802430298,79.7175401772238,74.4327253257059
2020-02-13,78.83912658691406,79.16674472243865,78.47025716819051,78.67410664216737,94747600,77.49203643798828,74.12297966003418,77.24824981689453,-0.007121253669632455,1.084205081502123,0.021394122241868745,54.89957961600997,79.87579241558613,74.62070721820292
2020-02-14,78.85855102539062,79.10851012138082,78.34892359887368,78.80758309855572,80113600,77.88451690673828,74.12297966003418,77.37512702941895,0.0002463806908761246,1.0844722086991547,0.014482113685307826,62.7961226114956,80.05861412821653,74.69163993062136
2020-02-18,77.41461944580078,77.59662873916865,76.34925482708518,76.53126412045305,152531200,78.15318145751954,74.12297966003418,77.38756141662597,-0.01831039958019176,1.06461508922426,0.0161703342577085,51.64693570935034,80.06927116114593,74.70585167210601
2020-02-19,78.5357894897461,78.76633753940254,77.65729255269991,77.65729255269991,93984000,78.28726043701172,74.12297966003418,77.48220024108886,0.014482665573655185,1.080033553526162,0.01322583105156627,50.03958729595422,80.18677294604292,74.7776275361348
2020-02-20,77.73009490966797,78.78575023333428,77.22289659591061,78.29554123010857,100566000,78.27782287597657,74.12297966003418,77.52287635803222,-0.010258947994446821,1.0689535454682795,0.0135216451214255,47.79086615172074,80.21607697316186,74.82967574290258
2020-02-21,75.97066497802734,77.76649566805042,75.35183643347615,77.32238890983989,129554000,78.00141067504883,74.12297966003418,77.45705986022949,-0.02263511878745683,1.0447576549883317,0.014531470073397402,53.79004250415923,80.23745738094601,74.67666233951297
2020-02-24,72.3620376586914,73.8181119648714,70.19006459555902,72.13877707909086,222195200,77.47115707397461,74.12297966003418,77.2219482421875,-0.047500272906386254,0.9951313812553498,0.020059704011235798,43.0749167046297,80.81784699344566,73.62604949092933
2020-02-25,69.91098022460938,73.41769559790279,69.4377605020185,73.03426594239946,230673600,76.65891036987304,74.12297966003418,76.97758865356445,-0.03387214502779601,0.9614241467877577,0.021257629495469246,28.659764042367044,81.74151333116491,72.213663975964
2020-02-26,71.02000427246094,72.28921804434103,69.52752997923261,69.53481005262495,198054800,76.00464553833008,74.12297966003418,76.68288078308106,0.015863374312425682,0.9766755779012564,0.022861866591950827,30.609583599843987,82.14187396545177,71.22388760071036
2020-02-27,66.37755584716797,69.4061923618355,66.24165620285358,68.21706677109698,320605600,74.70194244384766,74.12297966003418,76.07555122375489,-0.06536818003393374,0.9128320728902608,0.02602886338268149,20.962537661874805,83.13895368314923,69.01214876436055
2020-02-28,66.3387222290039,67.5642555180985,62.21560874045817,62.43159658691093,426510000,73.45190200805663,74.12297966003418,75.47196922302246,-0.0005850413994373804,0.9122980283368858,0.02639644980192353,22.03038236836869,83.66765010971383,67.27628833633108
2020-03-02,72.51490020751953,73.15314706398571,67.39680177602645,68.50341725278311,341397200,72.81753692626953,74.12297966003418,75.35102691650391,0.09310064726895417,0.9972335652772405,0.04371012787891765,39.4094088026446,83.65087678377665,67.05117704923117
2020-03-03,70.21189880371094,73.77442519005979,69.3576638774749,73.69434436871329,319475600,72.09726486206054,74.12297966003418,75.12522315979004,-0.0317590094893323,0.9655624150145199,0.044282554166297255,36.82009421351305,83.73633419705199,66.51411212252809
2020-03-04,73.46863555908203,73.62880458228122,71.13649400429283,71.93976087414214,219178400,71.59054946899414,74.12297966003418,74.93890495300293,0.04638439938045047,1.0103494476993056,0.047203294746601884,39.870742236189,83.5226641128962,66.35514579310967
2020-03-05,71.08553314208984,72.69448862777347,70.71908549659396,71.71649259248731,187572800,70.92609329223633,74.12297966003418,74.60195808410644,-0.03243700388413695,0.9775767387399475,0.047958194685063696,37.54189053848144,83.23769409417285,65.96622207404003
2020-03-06,70.14151763916016,70.5759151634938,68.24862422437134,68.43548440571074,226176800,70.3431785583496,74.12297966003418,74.17229461669922,-0.013279994693754849,0.9645945248367429,0.04772910379160876,36.39801970155522,82.79733452060951,65.54725471278893
2020-03-09,64.5938949584961,67.48662548846899,63.8245990046388,64.00660831738968,286744800,69.56636428833008,74.12297966003418,73.51876068115234,-0.07909185411703745,0.8883029553962621,0.0516001952526557,32.26582425960119,82.9707594485096,64.06676191379509
2020-03-10,69.24604797363281,69.51299644350358,65.37046275999084,67.25608395618609,285290000,69.49987106323242,74.12297966003418,73.07939071655274,0.07202155897435647,0.9522799190854292,0.056785814186832415,38.293564380709,82.46447510812263,63.69430632498285
2020-03-11,66.84109497070312,68.24620887014642,65.97472890691317,67.31675128375106,255598800,69.08198013305665,74.12297966003418,72.54331283569336,-0.03473054525574415,0.9192067182594963,0.0575126197062468,36.8099043987163,82.0738532173902,63.01277245399652
2020-03-12,60.24021530151367,65.52333888472222,60.18440016078189,62.111272274536645,418474000,68.4682460784912,74.12297966003418,71.58509426116943,-0.09875481052610913,0.8284306329634532,0.06221102557085392,32.945667985941455,82.02160579515063,61.14858272718822
2020-03-13,67.45746612548828,67.93069302703316,61.38563793087301,64.2832288076279,370732000,68.58012046813965,74.12297966003418,71.01601123809814,0.11980785240973835,0.9276831279692447,0.07426784665279883,45.06852795499621,81.01930428584201,61.01271819035428
2020-03-16,58.779293060302734,62.87328365743621,58.242970742071286,58.71619413875295,322423600,67.20655975341796,73.84424423217773,70.01204833984374,-0.12864659115778088,0.808339855881414,0.07777200420704418,40.05288891140184,80.707703163148,59.316393516539485
2020-03-17,61.36381530761719,62.51653691510791,57.854675154193,60.06548110830406,324056000,66.32175140380859,73.6313377380371,69.20950813293457,0.04396994439288249,0.8438825143950704,0.07994525821197405,41.59306049008907,79.97493390639413,58.44408235947502
2020-03-18,59.86162185668945,60.66974328155828,57.54403692273648,58.18713842331335,300233600,64.96105003356934,73.37691215515137,68.27579975128174,-0.024480118183610844,0.8232241707095964,0.07744680827437538,43.99891313031748,78.87337235761795,57.67822714494553
2020-03-19,59.40297317504883,61.35896558109421,58.87636011980493,60.036365596883776,271857200,63.79279403686523,73.12014114379883,67.35944366455078,-0.007661815156606466,0.8169167792811688,0.07731425602960054,43.661285663275805,77.68075298992163,57.03813433917993
2020-03-20,55.63173294067383,61.11385043014408,55.33080966032288,59.985390906068666,401693200,62.3418155670166,72.7647029876709,66.34249706268311,-0.06348571515539969,0.765054233326058,0.07879988284781685,33.86069120023478,77.0904930364224,55.594501088943815
2020-03-23,54.44989776611328,55.45216343682044,51.59599344484774,55.350238679238295,336752800,61.32741584777832,72.35444511413574,65.4468900680542,-0.021243903651552043,0.7488014949050672,0.07606432048761698,34.60240663580029,77.03521490189966,53.85856523420873
2020-03-24,59.91260147094727,60.109170897229895,56.859698759909456,57.35961698057595,287531200,60.39407119750977,72.05005187988282,64.9469711303711,0.10032532527974158,0.8239252484513748,0.08005597111404084,37.30453883529658,76.58697397559636,53.30696828514582
2020-03-25,59.58255386352539,62.67185674280047,59.28648516369984,60.85176409780143,303602000,59.66821708679199,71.70695442199707,64.37509860992432,-0.005508817833288826,0.819386394349409,0.07964566631401118,38.796433539189,75.88189652841002,52.86830069143862
2020-03-26,62.71796798706055,62.77620858330938,59.78640491258839,59.82523444541299,252087200,59.91599235534668,71.44728927612304,64.19211921691894,0.05262302335540814,0.8625049837163615,0.07484057445745614,43.06568531570347,75.68121711425366,52.70302131958423
2020-03-27,60.12129974365234,62.09427759244869,59.9538506329564,61.33712026024568,204216800,59.18237571716308,71.14217956542969,63.88124809265137,-0.04140230187215144,0.8267952920143017,0.06436841626350158,45.57840199710763,75.46188401213657,52.30061217316617
2020-03-30,61.837039947509766,62.0093436795025,60.52414557218957,60.84933827038797,167976400,59.488150405883786,70.85250022888184,63.34735507965088,0.028537975911583358,0.8503903561416164,0.04953784080432034,42.22400713738302,74.21464896191806,52.48006119738371
2020-03-31,61.71084976196289,63.70081709485802,61.15511640489983,62.0287624061651,197002000,59.52285385131836,70.54339859008789,62.922302627563475,-0.002040689296479714,0.8486549736440087,0.04774075578045881,44.34515572672908,73.3136822524124,52.530923002714545
2020-04-01,58.463809967041016,60.3591327272743,58.031841560613465,59.82038494793416,176218400,59.38307266235351,70.17981452941895,62.172061347961424,-0.052617000210606,0.8040012947170501,0.05021162256437634,47.885617747382,71.46613913252054,52.87798356340231
2020-04-02,59.43937683105469,59.49276651729852,57.49066439211976,58.32548090103607,165934000,59.3867130279541,69.83027061462403,61.58975353240967,0.016686679581157104,0.817417406704829,0.050455772203318386,38.79090061069741,69.94427170824197,53.23523535657736
2020-04-03,58.58514022827149,59.626231543601605,57.99300285608874,58.9224639013772,129880000,59.68205375671387,69.45623352050781,61.01193466186523,-0.01437156054329447,0.8056698429552278,0.045619572175938435,49.652579442008296,68.42114536051575,53.602723963214714
